30265,4
30255,8
30190,6
29868,5
29502,6
29175,4
29003
28788,3
28701,4
28341,7
28051,3
27652,4
27546,7
27503,7
27186,1
27028,8
26603,1
27203,9
27244,7
27374,5
26866,5
26496,0
26507,6
26519,1
26634,6
26620,8
26684,8
26722,3
26758,9
26939,0
26907,6
26211,5
25769,5
25827,1
26120,7
26802,6
26506,8
26708,5
26964,8
27288,9
28138,9
28662,2
29222,1
29199,3
28905,2
28626,4
28362,9
28068,8
27744,2
27434,8
27232,4
27244,0
27255,5
27293
27369,7
27303,8
27250,4
27313,6
27312,1
27336,5
27348,0
27346,6
27371
27408,5
27394,2
27392,7
27417,2
27428,7
27427,2
27451,6
27489,2
27474,8
27473,4
27497,8
27509,3
27714,6
27886,2
27537,1
26948,7
26751,5
26860,5
26936,0
27013,8
27056,4
27030,4
27164,4
27254,9
27281,4
27344,7
27393,0
27434,8
27721,4
27985,5
27951,2
27986,4
28219,9
28165,8
28138,3
28145
28232,1
28387,8
28303,0
28396,8
28373,2
28356,7
28566,4
28533,4
28521,2
28556,2
28823,0
29416,6
29647,4
29924,5
30070,8
29983,5
30011,3
29652,7
29106,0
29043,4
29054,8
29118,2
29039
29102,2
29152,7
29125,5
29124
29135,4
29198,9
29119,6
29182,8
29233,4
29206,1
29204,6
29216,1
29279,5
29200,3
29263,5
29353
29313
29350,7
29271,5
29347,8
29307,5
29331,8
29369,3
29393,9
29353,6
29390,9
29428,4
29388,1
29412,5
29449,9
29474,5
29421,2
29497,5
29496,2
29455,8
29506,0
29517,6
29568,1
29501,8
29578,1
29576,8
29523,4
29599,6
29624,2
29713,9
29557,0
29581,2
29670,4
29591,0
29680,2
29704,8
29729,4
29624,2
29752,2
29751
29671,7
29760,8
29785,4
29810,1
29704,8
29832,9
29831,6
29752,3
29841,4
29866,0
29890,7
29785,5
29913,5
29912,3
29833,0
29909,1
29933,6
30010,2
29983,2
29943,0
29980,4
29927
29990,2
30040,7
30039,5
29973,2
30062,4
30061,0
30007,6
30070,8
30121,4
30120,1
30053,8
30143
30141,7
30088,3
30151,5
30202
30200,8
30134,4
30223,6
30222,3
30168,9
30258,1
30269,8
30203,5
30331,7
30304,6
30238,3
30275,5
30351,8
30350,6
30310,3
30321,6
30411
30331,8
30343,1
30445,4
30418,2
30442,8
30363,5
30478,6
30425,4
30449,8
30487,2
30511,8
30523,5
30444,2
30559,3
30506,0
30530,4
30567,8
30592,4
30617,1
30550,9
30627,2
30586,8
30598,2
30648,6
30673,2
30710,8
30631,7
30656,0
30693,3
30730,8
30703,5
30715,0
30778,4
30751,2
30723,7
30761,0
30824,4
30784,2
30795,6
30859,0
30831,8
30804,3
30841,6
30905,0
30864,8
30876,2
30991,7
30938,8
30807,4
30922,2
30946,7
30945,2
30917,6
30954,8
30940,2
30990,4
30923,8
30986,8
30985,1
30983,3
30981,4
31044,4
30964,8
31092,6
31013,1
31089,1
31009,4
31124,2
31057,7
31133,6
31067
31168,9
31102,3
31178,3
31098,6
29796,4
30982,2
31109,2
31158,9
31234,8
31181,2
31257,2
31190,5
31292,4
31225,8
31301,8
31235,2
31337,0
31270,5
31333,4
31305,7
31368,8
31315,1
31391,1
31324,4
31426,3
31346,8
31448,6
31369,1
31432,0
31417,2
31454,2
31205,4
29915
