47489,6
45853,9
43898,1
41759,7
39700,5
37618,2
35475,4
33458,0
31247,0
29226,3
27109,9
25087,0
22994,8
20964,2
18868,7
16591,7
14895,5
12621,8
10882,7
8823,5
6764,3
4705,1
2645,9
686,7
813,1
1068,1
1265,9
1578,1
53087,6
51025,1
48962,6
47088,2
45002,6
42705,8
40989,8
38745,8
36871,4
34785,8
32489,0
30773,0
28529,0
26661,2
24691,1
22631,9
20572,7
18513,5
16454,3
14395,1
12335,9
10276,7
8217,5
6158,3
4399,1
2611,3
1252,0
1378,5
50624,5
48665,3
46620,4
44661,2
42702
40757,1
38797,9
36810,1
34850,9
32806,0
30846,8
28887,6
26942,7
24983,5
22995,7
21036,5
18991,6
17032,4
15073,2
13128,3
11142,7
9141,7
7161,7
5179,4
3631,2
1931,2
852,3
985,4
48570
46656,9
44809,8
42959,4
41033,2
39245,5
37299,4
35387,5
33494,2
31682,3
29923,2
27962,8
26108,0
24157,6
22260,0
20458
18540,5
16728,6
14821
12966,2
11121,4
9118,2
7263,4
5413
3801,1
2205,7
781,5
1206,0
46526,4
44623,2
43020,2
41262,1
39460,0
37700,8
35855,9
34011
32208,9
30406,9
28647,7
26845,6
25086,4
23241,5
21396,6
19594,5
17792,5
16033,3
14231,2
12472,0
10627,1
8782,2
6980,1
5178,1
3618,9
2073,9
786,1
969,7
46353,4
44565,6
42835,0
41090,1
39216,6
37428,8
35598,2
33739,0
31951,2
30220,6
28475,7
26602,2
24814,4
22998,1
21110,3
19336,8
17620,5
15861,3
14002,1
12200,0
10383,7
8495,9
6722,4
5020,4
3446,9
1859,1
785,5
997,8
44659,8
42972,0
41284,3
39610,8
37923,0
36220,9
34447,5
32645,4
30957,6
29269,9
27596,4
25908,6
24206,5
22433,1
20631,0
18943,2
17255,5
15582,0
13894,2
12192,1
10418,7
8616,6
6928,8
5241,1
3681,9
2108,4
763,4
861,3
44380,4
42706,9
41004,9
39345,7
37643,6
35955,8
34153,8
32366,0
30692,5
28990,5
27331,3
25629,2
23941,4
22139,4
20351,6
18678,1
16976,1
15316,9
13614,8
11927,0
10125
8337,2
6663,7
5161,7
3573,9
2086,1
684,1
753,4
42529,6
40927,6
39297
37694,9
36107,1
34476,5
32745,9
31129,5
29513,2
27896,9
26280,5
24707,0
23019,2
21331,5
19729,4
18098,8
16553,9
14880,4
13292,6
11604,8
9917,1
8315,0
6684,4
5139,5
3566
2078,2
476,1
659,8
40536,0
39005,4
37474,8
35901,3
34413,5
32797,1
31280,8
29750,2
28191,0
26703,2
25158,3
23613,4
22011,3
20452,1
18935,8
17390,9
15888,8
14343,9
12799,0
11196,9
9637,7
8121,4
6576,5
5074,4
3529,5
1984,6
525,3
737,5
40635
39090,1
37530,9
35986
34384,0
32853,4
31251,4
29706,5
28147,4
26631,1
25029,1
23541,4
21968,0
20437,4
18906,9
17347,7
15788,6
14258,0
12727,5
11182,6
9623,5
8092,9
6548,1
5003,2
3444,1
1913,5
383,0
196,8
40109,3
38593,1
37034
35503,4
33944,3
32413,7
30868,9
29324,0
27764,9
26234,3
24689,5
23144,6
21585,5
20069,2
18495,8
16965,2
15406,1
13875,5
12330,7
10785,8
9241,0
7696,1
6151,3
4549,3
3075,9
1473,9
257,9
171,9
